spark
0
0
0
0
0
0
0
0
0
0
3
0
4
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
12
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
1
0
0
0
0
0
0
0
0
0
5
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
1
2
2
1
0
0
1
0
1
0
0
0
0
0
0
2
4
2
1
2
3
0
2
0
0
2
0
0
1
1
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
347
6
0
0
2
10
0
0
0
0
0
0
20
0
0
2
0
0
0
0
0
0
0
0
0
79
18
0
0
0
0
2
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
4
0
0
0
0
0
0
0
0
2
2
2
4
0
4
4
4
0
0
0
0
1
0
0
0
0
0
0
0
0
6
1
1
1
0
0
0
0
0
0
0
0
0
0
2
0
0
0
6
0
3
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
1
0
3
240
3
27
0
4
8
0
0
0
2
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
4
2
10
12
4
1
1
0
1
0
2
0
0
1
0
27
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
1
3
4
1
3
1
0
0
0
2
0
0
1
0
0
0
0
0
0
0
1
0
0
1
0
0
5
6
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
1
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
1
220
1
0
0
4
8
0
0
0
0
0
0
0
4
8
0
0
0
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
13
44
0
0
0
0
8
0
0
0
0
0
0
0
0
1
0
0
0
0
2
0
1
5
2
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
5
14
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
0
4
0
0
2
0
0
0
0
2
2
0
0
0
0
0
1
0
0
1
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
1
0
1
1
0
2
0
1
1
0
2
0
0
1
0
0
0
0
0
3
10
0
0
5
6
0
5
2
0
0
0
1
0
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27
6
1
69
8
0
0
0
0
0
0
0
0
0
0
0
20
0
0
0
0
0
0
0
0
0
0
7
0
0
0
3
0
0
0
0
0
66
0
0
0
0
0
15
0
0
0
0
0
0
0
2
0
0
3
0
0
0
0
0
0
0
0
0
0
49
5
0
0
0
0
0
0
0
0
4
0
0
0
0
0
3
0
1
0
2
0
0
24
20
3
0
0
0
3
1
0
0
0
1
20
0
0
0
0
0
0
0
0
0
0
0
0
2
7
0
22
0
0
0
0
0
1
1
37
6
2
0
0
0
0
0
0
0
0
0
2
0
0
0
0
4
0
0
0
0
2
2
1
1
0
6
1
0
0
0
0
0
0
0
18
19
0
0
0
0
0
18
36
0
3
18
3
0
0
1
0
0
0
1
2
1
5
5
20
3
2
0
0
0
0
7
12
2
6
4
5
4
0
0
0
0
0
1
0
27
13
6
57
7
21
2
20
10
12
7
3
19
20
104
42
34
64
42
65
109
52
57
50
276
24
22
10
16
14
2
8
20
12
23
14
20
17
6
17
10
22
6
0
10
8
10
6
6
2
2
4
6
5
4
10
9
16
9
16
8
39
6
4
4
13
